drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
354,991020,Pisces III (Andromeda XIII),0.899188345,70.90808762,33149.32376,0.919777045,13.12931184,8.629117915,0.63756326,0.618146834,150.58082,114.5148929,115.6078145,42.81014693,695.8685325,88.56551669,82.02994933,59.46917943,16.7061472,545.9461379,51.50308586,78.27786084,81.45175012,85.56538646,86.0135594,111.9501368,3.703160393,75.73633472,17.01888698,48.01178231,55.34199379,31.51170541,67.08728511,83.18223697,54.59985737,25.12944727,16.18680419,3.14334874,41.40378828,247.3841914,288.1063593,24.84553463,14.37232443,35793.30861,7527.958493,14.84753693,83.93471519,15.37026789,15.12700691,8.809817211,10.5627378,14.78147243,16.15657758,305.8520698,31.01054145,51017.72125,17180.09503,124.3462204,128.2484372,73.30994274,81.26783742,32.76713816,7.883746619,74.8480496,69350.76562,117.1774088,207.6644489,78.98478954,34.93156502,7.499528443,0.783367226,0.884595564,0.889976436,121.7318279,93.97207663,20.08571971,5.356372927,-1000,0.779361821,0.055753994
355,991020,NGC 300,0.463827726,56.77650914,18579.34197,0.535500184,3.799663444,4.037401432,0.35868361,0.278607611,188.2179669,58.0219539,39.74721642,33.51620229,664.2388144,42.54563312,261.9298987,124.2522121,10.48266676,409.4658239,58.86818024,58.01972047,60.79677355,65.1223515,121.5792107,257.7286146,1.848543553,109.1850777,7.977319766,100.8755225,87.58437335,86.37651644,32.94761946,102.0444898,89.04160062,24.10558845,66.71396215,1.712008425,17.86441063,373.3067341,422.9417006,66.30292238,51.05897606,17587.34698,7309.644067,20.30005678,85.61746541,18.35535383,16.60112242,4.361655915,4.848602829,6.842487607,7.500961166,1080.912652,117.3619512,29020.89521,13957.21057,34.62812513,74.30887245,28.3088587,34.28980684,27.30832553,9.04153534,31.80992176,75529.81715,56.57427735,290.2349242,50.59350103,28.85971079,9.951686474,0.411334183,0.445283774,0.784635208,184.3207665,179.4668691,11.61811099,4.620968338,23.45979358,0.938482001,0.047829074
356,991020,KKH 11 (ZOAG G135.74-04.53),0.935123526,79.83305516,29204.53886,0.888237615,14.91165581,9.648490172,0.883055008,0.803847631,101.7517046,111.6881365,125.1895171,25.90214789,932.2600324,76.51271742,53.21044237,41.97157864,26.82246006,563.8399016,45.02365515,76.76757997,87.22057599,63.01307503,50.03058617,69.13129763,2.442900338,42.382343,18.93380534,44.11679238,65.63668948,62.76775513,62.21463652,71.85452556,63.78150236,54.9707575,55.6650238,2.105158256,42.66272322,209.7765931,269.8050792,25.46713246,15.3919264,30486.21147,7442.051473,17.28210526,101.4866687,43.75393923,8.421404621,12.7655635,12.9662496,18.23885648,16.22739532,400.2297753,50.99460316,38248.00554,20467.20543,133.8807048,100.0999971,89.26742279,94.7674777,23.35102048,11.88300573,90.55538571,132271.0056,113.6872156,144.6787025,132.7920193,73.72431281,11.46888869,0.891050237,0.926230902,1.062940497,104.3799555,99.91263791,14.63111238,4.340360338,16.24625216,0.451922703,0.098596145
357,991020,Andromeda XXI[57],0.931926921,76.66365722,32099.89273,0.915485446,15.77288125,11.77268846,0.907680682,0.877796179,93.31442631,108.9671581,113.8483718,30.18529233,635.3360989,89.80224175,49.13702448,43.90993634,28.02957509,564.2820652,37.36171893,74.10380514,86.85449816,86.8589609,50.5306966,68.87680262,3.015550427,47.46613178,8.75556967,60.85564856,70.50455769,72.95587603,60.03092542,79.22562559,69.23055195,58.25092766,62.91151094,1.567045116,13.49867879,244.6699562,449.856437,23.5423705,10.76763329,33444.31547,8582.923735,13.272223,148.7081321,27.94247273,9.605410131,13.89408471,13.20922051,18.68027682,16.17214426,329.6879449,44.33678203,35350.49225,22969.70685,136.4368903,-1000,104.7895486,108.9982468,29.79717248,8.135049129,106.3951309,110324.5466,116.4039059,317.2751844,109.9000142,50.0797706,7.584238809,0.947563289,0.916967993,1.128022846,95.73290941,99.77431504,14.26472898,4.305299098,22.62167391,0.399609277,0.090963994
358,991020,IC 1613 (UGC 668),0.463308849,55.85107051,22640.31377,0.548322712,8.963079222,6.112624449,0.457565258,0.306289521,157.7710526,82.8336492,46.25420036,30.57789745,846.4882081,57.28856534,179.4386717,118.1361769,13.58080994,416.5810851,53.31042846,63.57993075,64.6139318,60.13923909,110.9691785,207.7905789,2.249695421,121.3173016,8.607747021,84.53508717,74.05671901,82.4769824,50.62067273,77.31555991,73.66306422,50.57290559,57.09405176,1.393793533,15.32903891,385.9295725,414.7233215,62.26307825,44.437174,18620.61326,6858.710401,17.23700862,112.4346459,27.61865293,21.75549368,4.742869032,5.906619704,9.465957135,11.2797023,1186.147579,112.9498208,24404.51922,12383.37901,25.64032014,82.95941307,-1000,-1000,29.44281965,8.142065668,-1000,99045.6134,92.96163676,370.6210001,83.75520634,27.2946574,6.361313392,0.545151926,0.628210493,0.858788016,201.7939616,193.0357921,0.364525711,6.391696397,24.60667145,-1000,0.048109242
359,991020,UGC 9240 (DDO 190),0.276043604,36.05008166,10297.83448,0.47373238,10.69812088,4.571655617,0.330568071,0.538673831,213.5221234,68.31526752,83.28169537,28.51409483,607.7172842,34.76888253,159.2123499,93.37171902,14.94814609,485.9226865,57.25382234,61.71921078,63.60433776,84.0413375,104.4014904,94.53872741,1.69332756,124.5960675,9.554193009,111.3128825,95.85212409,101.4306563,27.85344189,95.76089515,96.20912223,40.38062307,37.20985223,1.379106425,9.041150305,454.2515433,468.8670507,27.99784959,15.03409831,20629.56481,6261.665648,19.72783453,87.82932628,52.80480775,16.86982575,6.059783159,6.651367143,12.47373156,12.26042288,976.0231033,116.0791178,25781.32396,16231.37579,44.38981615,77.60878539,34.77492845,39.72648941,26.81195953,9.383247129,36.75717036,111828.0791,138.8426696,256.2636703,83.16713184,41.85468902,9.294373091,0.555965879,0.588020759,1.018112409,179.2898801,172.514431,12.92985721,8.268960853,23.57224333,0.660674234,0.04711233
360,991020,Boötes III,0.935106224,79.32097438,22690.98787,0.832602028,15.15001967,8.675014971,0.839808361,0.697409865,86.90445212,110.4091175,117.8278556,28.91155718,913.2342513,65.14965912,70.82276986,45.96412417,16.39503488,593.5009322,49.22343774,77.30757197,87.3584391,77.45386237,90.96981674,143.0359698,3.213898584,58.13572616,17.17663138,46.27514047,73.04481637,56.94820798,70.17071484,92.46489881,64.80431157,93.18603948,40.28329606,3.574076237,32.79671605,263.6336743,334.6023861,21.36656718,13.48735575,24678.68229,7404.161495,23.22366299,156.887671,21.31007282,9.053335642,11.19237844,10.72735123,16.58561199,15.33807016,370.0790793,65.18453918,33477.596,18693.35874,121.6994302,97.92309459,76.57579117,80.20856248,28.99435477,11.45893192,80.14984573,118371.0844,129.9041819,221.1485713,101.7022426,55.25009301,7.758364708,0.845803739,0.8648929,1.049932641,123.2833053,121.6351422,25.54741833,5.974583241,25.02963655,0.656405212,0.061579212
361,992016,Andromeda XII,0.814772123,71.59699238,27376.23864,0.865756119,15.10821613,7.696135354,0.823904716,0.642926569,148.6359556,115.3310672,114.0921105,-1000,762.5926281,58.48277458,79.05235168,48.82529591,14.44999304,522.0420345,58.47223497,81.59149321,85.27063783,68.2378654,78.44416818,81.01625703,2.625585956,54.99042505,9.796185452,39.7207547,70.4160601,56.55977615,82.15002444,86.97019534,70.29658107,26.06493886,43.66073694,2.299936062,22.2428769,191.9397509,178.2368974,15.06685294,11.55749659,27096.12313,5952.201881,19.92101301,201.3445643,17.79098015,8.420357444,8.470531456,8.232267132,15.71783611,14.69845374,491.3633944,42.55015239,35373.99783,19834.56358,138.6999565,112.9072112,54.44426242,56.45496878,-1000,8.795317205,60.97066756,86801.67306,131.4673663,216.1479627,160.3047211,60.49203715,10.74279166,0.857642427,0.859689677,1.001488751,134.2507483,143.4601081,-1000,-1000,14.73486745,0.652399854,0.060673465
362,992016,Leo V Dwarf,0.815251089,66.35842659,17138.61192,0.536792051,6.717011348,6.51113943,0.535790551,0.403149547,206.9095829,97.42927095,85.39333489,57.41143145,771.2215702,97.1491747,123.0641089,100.7467478,13.15788747,530.8687628,53.22773803,66.14251056,68.34805234,80.87028999,98.33335386,87.17380013,2.578782403,75.16732448,19.01255749,77.2754077,71.33806096,65.95746424,56.04787734,87.48097887,65.70829592,21.71530523,48.2677971,1.959822236,36.56132927,354.9017356,444.5517246,50.22971178,33.16501144,-1000,-1000,15.85650506,133.7733069,17.73844105,12.54956474,-1000,-1000,7.058736491,6.786837453,668.047863,60.48106747,21896.7269,14847.52891,86.57768571,87.6798659,-1000,-1000,40.97460749,12.28727244,-1000,133074.8497,57.56279257,692.4584639,67.37438937,38.79134954,6.980268427,-1000,-1000,-1000,-1000,-1000,29.15689633,6.689144006,-1000,-1000,0.047489565
363,992016,"Leo A (Leo III, DDO 69)",0.836040394,76.02030414,11247.89106,0.644610138,7.609664286,4.351612806,0.648387759,0.512257056,120.9308724,104.4618257,95.29130044,25.61387923,691.9873301,70.67311877,111.7314327,62.1164723,17.01256274,433.5614609,53.3158641,74.51935203,79.85987406,58.26652695,111.8097492,168.257741,2.571077891,76.36445699,8.925303224,61.70710709,69.76657688,52.57146734,62.90331636,91.88565362,73.19431874,61.36677406,55.10041587,2.598339403,15.45282254,260.1215396,374.8503866,36.03917709,17.97216871,21652.45566,7018.727438,14.96491005,94.49027501,22.47026963,10.81753582,7.369277519,7.738669637,12.32749124,12.28108534,510.5078942,99.70132882,31862.17733,18512.17611,90.93620712,87.92329956,55.26729099,44.4083265,24.97463965,12.17744531,44.33810618,77439.62997,109.3570672,231.6279614,100.0460519,34.94530163,8.04280602,0.71462107,0.743339564,0.972183263,142.9865145,157.6094921,16.8237802,5.085567802,27.98121831,0.753825535,0.053533142
364,992016,Virgo I,0.554174284,60.55121581,11439.58959,0.524209543,7.485369223,5.545962728,0.430653925,0.390630212,170.9896166,72.20757116,50.2225575,20.21635077,637.0508022,56.60619863,205.6126036,137.8244003,13.73634173,534.8756341,41.59292491,55.341861,58.62415295,84.00568613,107.0663298,194.4963001,2.743134113,124.4697006,13.47808087,89.62525791,82.61726126,82.47039127,36.76264179,88.32346244,79.53782198,57.07444454,52.73872712,2.22578154,28.1563483,551.3540225,599.5454382,60.72264684,40.41174375,19101.09179,6999.992788,14.82449832,89.45715795,21.36134816,10.03960132,6.422172243,7.884182375,8.353194331,9.653757444,1413.314212,113.5554764,22209.71545,11806.36444,47.20979598,74.19438658,44.71064391,52.79121704,21.54650002,4.138114798,44.99775119,98051.65883,95.57033872,732.1522533,60.27037994,31.97420358,7.046759502,0.440896284,0.541557332,0.844665726,212.1968833,201.3833407,21.15126546,10.2362805,-1000,0.890030243,0.049193089
365,992016,NGC 147 (DDO 3),0.650968543,67.07224637,19287.08235,0.72454465,11.75909125,6.763599492,0.612303789,0.539117345,157.6418156,69.69184337,62.8703263,30.0597201,669.6223144,44.63786819,123.7116209,81.837828,10.46017543,514.8824883,57.68145043,65.39959832,71.54206054,65.90916811,108.5282727,166.1118353,2.786446516,84.98431522,16.04375025,78.98943429,79.46313345,77.76485713,53.162394,81.71130261,75.19101235,29.61314772,50.78348511,2.463948443,30.99022936,375.8564123,473.9904531,29.28837549,15.89546524,22032.94765,6827.244597,15.83433104,106.4821572,22.37386639,13.40148978,8.605402818,9.782307983,13.76684438,13.11785783,921.0846111,101.8202959,28721.86821,10896.90876,46.2593542,98.75514881,50.78703806,61.91586632,26.94555153,10.59486613,52.26737831,87867.80131,116.8527948,684.3974202,98.78701453,36.11040043,8.549507706,0.657905929,0.699703708,1.006630115,160.4777038,165.3455955,18.83703991,11.31574566,21.32830907,0.818720516,0.050311758
366,992016,NGC 300,0.561089548,57.53821271,30356.22924,0.484042421,6.090304454,3.366366689,0.307259177,0.217834656,222.4336527,58.0219539,39.74721642,33.51620229,664.2388144,42.54563312,261.9298987,124.2522121,10.48266676,409.4658239,58.86818024,58.01972047,60.79677355,65.1223515,121.5792107,257.7286146,2.078358805,114.0949446,7.416819772,100.1910414,87.58437335,86.37651644,32.71566027,102.0444898,91.91237812,24.10558845,64.20730301,1.457162048,15.31974491,373.3067341,422.9417006,66.30292238,51.05897606,17587.34698,7309.644067,20.30005678,85.61746541,18.35535383,16.60112242,4.361655915,4.848602829,6.842487607,7.500961166,1080.912652,117.3619512,29020.89521,13957.21057,34.62812513,74.30887245,28.3088587,34.28980684,27.30832553,9.04153534,31.80992176,75529.81715,56.57427735,290.2349242,50.59350103,28.85971079,9.951686474,0.411334183,0.445283774,0.784635208,184.3207665,179.4668691,11.61811099,4.620968338,23.45979358,0.938482001,0.047753165
367,992016,"Small Magellanic Cloud (SMC, NGC 292)",0.95258254,76.59111665,18710.5239,1.008210856,16.11970066,8.130835225,0.914520293,0.631247193,122.9261905,111.4066786,99.44744539,27.93684014,1131.378134,100.4635677,81.53347172,59.14058256,18.18080585,571.4479747,59.83833076,77.21890983,85.44158594,88.43570993,66.7980844,130.5645654,3.24295395,54.63360632,14.22587611,42.75837033,75.82615183,66.65012896,78.95539488,88.53269851,72.11266693,90.73001556,52.01867981,2.521477931,27.23703607,219.1487306,351.9403307,19.54681754,16.9959997,30675.05154,8951.999506,17.00432546,84.23267444,18.36771315,12.75510939,10.28550243,9.246395803,18.22525316,17.07359557,446.9208722,80.65808121,38816.45423,23535.50921,121.2284572,160.0518286,71.83664564,69.55282692,27.06626316,5.564807033,62.2446876,117320.697,140.7676983,203.4604517,144.4366694,67.08953201,11.61173074,0.902221364,0.864394564,1.077445954,101.628303,124.6489385,18.81284753,5.173810581,25.23218508,0.681426963,0.059493135
368,992016,UGCA 438 (ESO 407-018),0.813151234,79.22737821,21689.28238,0.652128902,15.00650648,11.22789509,0.831361221,0.86981119,169.9370813,-1000,-1000,32.87585002,777.0241549,92.60816763,71.51454809,54.9379212,12.86206681,450.1538493,52.35382951,78.87496381,82.68960372,79.74499035,102.2791861,134.3226103,2.871157355,55.212385,27.0063398,38.46977092,55.42686754,31.9748416,72.91321966,79.43577378,44.26186769,26.32767195,26.3383204,2.498845746,45.0341872,197.8710944,264.5304897,20.09909306,12.55565478,22690.11952,5230.358974,14.77234933,130.0876304,-1000,-1000,11.3947292,12.58676406,16.20959449,14.34323245,371.9781725,49.04334384,32529.30377,13453.56226,134.6359058,93.46654627,82.61842179,88.13252604,33.20438091,22.24798596,88.69238099,96623.19145,112.5289029,225.451897,91.2980809,66.11489483,-1000,0.809723194,0.831942335,0.937322277,142.2960686,144.3399872,-1000,-1000,30.67161413,-1000,0.073258046
369,992016,ESO 274-01[70],0.649224316,58.55427624,13048.79382,0.504964677,6.927798036,3.55418991,0.57122736,0.445931138,193.5307365,65.87980788,51.96735517,29.21802598,855.4819063,56.80830984,131.3894268,92.06451245,14.32082806,429.4712609,54.20359269,65.18583715,71.8739308,61.77371082,110.8806064,147.7839317,3.317748608,64.85485467,20.86666912,67.23147813,60.49597418,38.71084838,54.07276781,85.02815541,55.70119425,-1000,27.78730078,2.490342395,40.32203077,375.2838076,390.1622668,45.68949735,22.87813141,22257.55724,7289.854097,15.59379243,61.31323499,26.51765616,14.02287296,5.58069561,5.98567302,9.511993798,9.738402474,867.747062,107.5517227,29286.95162,12121.79692,52.06622964,72.8858133,29.58832671,47.6600695,23.76114063,12.23706653,45.96232296,94282.7302,81.05416157,302.8763316,98.75668305,43.99668392,7.452923621,0.626343857,0.668197209,0.88745712,180.8924734,166.8394145,-11.96783983,4.126033625,22.22964587,0.842665486,0.048203976
370,992016,Tucana IV,0.667037405,61.24274224,23021.95397,0.613979615,7.523000146,2.536305172,0.510148997,0.457539625,152.0915018,85.22717242,40.38689785,30.23336479,661.7884212,58.57580962,170.5794331,104.9256592,13.33039823,466.0971405,61.6797417,65.41186754,69.07454704,67.69254354,106.1680619,159.4302589,2.311303598,117.354316,7.815858691,72.27445721,82.70656227,82.81818752,53.86245445,88.15039874,82.78538167,66.70756908,65.0005176,1.807971944,16.16696195,336.9836145,417.9599816,45.89424003,23.537871,20337.85611,6499.891186,11.93343251,98.80382639,19.40164569,9.502843521,4.655098258,6.600994473,11.87264998,14.16844798,783.4428793,97.74036782,23950.31673,14804.09345,50.0472996,79.98204219,42.61548836,52.10667882,28.9731206,12.12004396,48.31216666,75100.28057,116.3060265,226.4125386,112.241444,29.968013,6.925604139,0.588014956,0.616268145,0.888726758,172.920701,184.2618493,14.11859635,6.244752656,25.36171118,0.8546019,0.049043399
371,992016,KK98 35,0.997288761,92.61112918,63106.1615,1.019022058,18.04257183,12.48321754,0.971546738,0.802980084,61.54800296,120.0650182,132.2355437,33.89633124,818.6040243,95.68010332,51.12215615,31.91542372,32.20917994,470.7556832,62.07445109,87.02772864,93.16320842,87.42748428,47.52959294,55.01037402,2.803474494,33.56006668,11.74257195,30.56734218,78.07550679,73.40287315,90.72585768,87.31260729,77.50011986,58.11448797,56.3458108,2.178266557,19.03659747,130.8502397,209.8833282,30.42599022,14.29093113,69035.57306,6711.886003,18.39843407,157.7275089,36.71423627,7.779333271,15.33388645,15.60194412,18.82693641,18.61292412,320.2025953,55.52852853,89524.58912,55868.10157,133.7971776,225.6029308,112.4763751,105.8247143,32.62255547,7.995654306,110.7176021,121081.0752,117.3235279,195.4046742,156.3104975,104.2969467,13.21650347,1.071036502,1.091000266,1.040343799,48.98612568,46.85769028,30.8000736,-1000,40.66191464,0.255974944,0.205143671
372,992016,NGC 247,0.83720531,73.84275244,21885.4304,0.677525803,13.55731129,9.69028819,0.779197998,0.776738943,195.444644,102.7387811,83.8340214,34.65938925,822.2960259,45.79282399,67.77282088,58.92536105,14.02965995,482.7057758,53.79407018,77.55788995,77.23907211,82.43468995,98.80616887,95.95279404,2.86880713,99.3297547,12.48879373,90.89850879,79.00651257,78.31794489,48.80632528,86.33005623,76.61562461,55.55612067,50.88889437,2.05291064,24.2818167,257.3317367,288.9499583,51.00082638,20.17019831,28345.78132,8419.677655,22.00349742,142.5840058,12.09435795,8.081628758,-1000,-1000,12.84426182,13.21942061,396.319554,69.09687371,22118.3784,13259.38935,55.255234,98.3131814,-1000,-1000,29.9720165,11.89936019,-1000,97886.40331,126.1471781,232.9563773,69.51051928,37.0102918,6.448011679,-1000,-1000,-1000,-1000,-1000,24.53843737,-1000,19.57824223,-1000,0.059240762
373,992016,Segue 2,0.906437061,81.51312398,41466.96165,1.033642241,14.46046772,14.25077243,0.958633876,0.924860322,99.34747474,116.3616009,121.9150919,38.52466249,754.7301539,102.8323819,64.19018449,41.26122322,17.33060022,450.8625304,58.02287149,76.48222212,84.12176858,80.75317969,69.77464301,100.4647599,2.737780485,37.00089944,17.22635607,29.41564415,87.71671934,83.42731247,100.9513169,90.56215813,79.51763465,76.40331838,58.97536523,2.350191484,36.42230667,236.0388069,325.1359457,24.39255575,12.50367812,44776.51788,5319.699519,18.18432842,131.732327,32.21682212,8.380048173,15.14425973,13.58136765,16.17088326,13.4703362,463.2135342,34.7379637,58431.15982,37020.31496,139.235117,139.4019589,111.6159707,108.7279496,34.88004519,-1000,112.7925703,108975.3206,123.3862533,214.5807782,117.1949121,63.93988423,7.434253624,0.990676681,0.934095919,1.09390458,84.06781182,82.02374293,40.80266362,7.369962224,19.64676216,0.553971945,0.089115958
374,992016,"Holmberg II (DDO 50, UGC 4305)",0.98636154,89.25102979,117939.4818,1.199548726,14.63508986,8.899144579,0.919467566,0.67269797,42.13308852,115.9150176,130.2352198,32.19255994,804.9110696,108.2169109,56.12627057,39.60075006,9.433997493,509.2086986,49.92084504,83.29197717,87.17303259,70.85087117,49.36046907,87.07060311,3.664407446,26.57439449,9.628056108,29.9545801,89.15299296,50.96161567,86.20536374,103.3548257,85.9476327,29.10335864,23.50757807,2.426562398,18.48557077,165.8253238,205.267989,24.84569189,13.23252883,103526.7067,8452.9972,14.92416619,192.0011035,20.59393357,15.86089606,12.70660366,11.29596612,17.88976144,14.55091057,372.3428209,28.44446634,132773.253,33926.56167,141.6184218,122.7071113,92.11850636,86.11457926,29.11503802,-1000,90.31246398,127039.1176,115.6821272,109.7775909,175.1766197,91.81214693,5.380738998,0.967984888,0.987901791,1.025843319,93.68594542,74.95933731,-1000,-1000,-1000,0.605809285,0.056573157
375,992016,Aquarius Dwarf Galaxy (DDO 210),0.809617034,65.03334244,24543.88143,0.62028851,6.784216331,5.515416698,0.494802583,0.266255229,181.8333237,65.82660884,52.59348124,40.03432447,731.8335199,64.24468163,167.1658726,95.58228818,12.80920286,566.0398873,51.27677016,66.8221342,72.05574282,69.38052025,102.7314212,142.9937365,2.808102621,85.77414601,15.87918039,88.99306511,61.68257516,43.54054557,44.37119639,80.49102888,56.38054836,21.64493257,38.21298742,2.15460175,30.20214208,322.1320713,393.8089177,60.1800368,31.35975889,19390.16983,6450.878524,21.94222536,150.2001498,13.58372689,14.01359135,6.301283302,6.234689569,8.860770256,8.584216372,1135.177155,79.13733679,31595.1379,15918.95101,10.38926596,540.596489,26.90844024,41.32697796,36.40992744,8.887700465,43.22905234,64699.52497,89.81551977,356.6604914,55.7880302,35.51164102,6.53249439,0.596671099,0.651589034,0.894917981,168.3777401,158.6022241,16.90080133,5.844749022,19.39984542,0.946252841,0.049649594
376,992016,Cassiopeia III (Andromeda XXXII),0.896891424,75.15708446,19526.98432,0.813767575,15.10979421,9.024134239,0.803152816,0.666991773,138.5103015,119.9187452,128.1100466,36.17548434,653.8616756,109.5691748,61.65013756,50.27258665,15.13515721,405.8486008,46.70082595,80.06320168,83.74640295,69.26736881,92.34008566,80.00317348,3.154136209,36.55603347,19.34534451,25.71678007,52.39910539,28.08619453,87.38518481,74.85655479,47.84581869,24.77818352,20.64610052,2.981995559,44.84476394,230.0092066,254.1906301,19.45464819,15.09541751,27232.66724,7473.221713,20.86712647,177.0138124,20.29538431,8.110358039,12.70672537,12.78216075,16.48107485,15.1605319,396.7741633,34.19910485,40820.90877,13651.57694,135.2889099,164.6251376,79.28475172,86.89847215,31.66671203,23.72224083,93.8556859,92602.7779,113.0185969,170.757063,138.1067274,60.68986807,11.42009885,0.803192062,0.924449849,0.948172788,135.2179621,104.7893573,24.13230682,-1000,17.72784185,0.72112168,0.06769926
377,992016,GR 8 (DDO 155),0.808278483,81.01478245,24970.37305,0.850241441,14.83899711,10.16200958,0.727279109,0.674999554,131.8416125,103.9594278,105.3834229,29.17020674,772.2317606,78.15063047,77.33553496,51.25627184,16.18540951,533.6185868,61.65016334,77.67356119,83.39731279,64.80958686,91.31580252,139.2980383,3.056531683,77.42621463,13.89967057,54.63894796,79.25095796,69.60456241,71.14855534,94.47180166,76.49079923,73.43657061,56.48773246,2.591737609,24.86344068,267.8529363,327.3380995,31.74464065,19.06833101,28452.63456,6876.910134,14.38691926,142.7418379,19.12312749,9.049979095,9.022568732,9.411318795,14.70829499,13.62908706,519.0643468,103.2997744,29412.22061,20905.69332,120.0366989,59.48245613,60.83901773,68.03096381,26.83676077,9.350562293,60.30480606,93854.66781,125.618593,203.8873999,110.7777413,40.12329393,8.739512732,0.864109012,0.870249753,1.033121537,117.9972181,124.3105469,28.11108335,4.84238389,27.67945727,0.757281145,0.059136837
378,992016,Grus I,0.996234288,87.00678598,13899.69548,0.903491241,14.64354895,10.10449818,0.873220181,0.714400791,121.2213798,114.8440498,124.660248,29.8984289,647.3238828,93.93899612,61.48482062,35.52733134,18.37582612,585.8160943,58.02599081,84.77094305,89.7545392,67.92758622,66.95071383,127.7084507,2.720336987,47.88781065,14.59458301,39.44952749,70.78381983,60.55993768,80.33343568,86.43911544,70.55995258,73.56864668,49.06379144,2.380618124,30.53329601,153.7156345,222.2196944,27.41074564,18.68855885,29043.07365,7305.023567,18.60864037,129.287515,38.33819182,10.42830806,11.51883808,10.51568963,17.53626589,16.53965438,418.6161187,64.8975149,35396.44169,17935.29317,128.7910084,104.3869721,76.34685684,74.4202531,28.48249772,6.893201079,68.25562177,94339.02561,126.7015691,204.729597,124.3128108,69.07102717,10.27501655,0.930309468,0.918269133,1.038530304,104.5413906,107.265716,26.69534171,4.665520922,18.98207499,0.531443059,0.078957463
379,992016,Dwingeloo 2,0.815487212,69.554032,20635.73161,0.598985249,6.205236192,5.487350829,0.507244267,0.336003101,164.6615923,86.74442927,74.12222065,29.94777024,694.0267355,58.03647516,146.6296443,82.01154016,11.95039186,511.8790398,41.40051927,66.70414714,73.27914968,76.77614289,109.0894947,142.7057413,3.129038857,104.5145871,13.4307221,67.92103186,59.73122683,49.61064839,64.73553613,75.84914176,58.21442026,67.86007978,46.59696069,2.695989192,23.59134141,308.9192727,357.0923601,44.4502858,18.02333758,18914.30863,6512.8596,16.39038354,116.9786476,36.42970189,8.881002917,5.397298034,5.641882648,10.84327076,10.34184155,727.3952153,75.06021558,28582.78773,16925.68967,58.08584498,86.49649741,39.52117562,36.8122504,28.79552347,16.00989411,40.48350819,104934.3472,91.31592204,325.8302296,104.7699619,42.55595396,7.963996015,0.621788379,0.634922417,0.930290159,193.449063,181.4157685,20.81341214,4.133544848,27.4337262,0.815378912,0.047981825
